name,movie,date,rating
Enea Olsen,The Matrix (1999),2021-04-17,2
Mohammed Mérot,Goodfellas (1990),2021-01-02,1
Mélissa Nicolier,The Godfather (1972),2020-07-19,3
Exupéry Olsen,Fight Club (1999),2021-03-27,2
Exupéry Fragnière,The Godfather (1972),2020-12-12,3
Thierry Zanoun,Forrest Gump (1994),2020-12-18,1
Ericka Gerez,Forrest Gump (1994),2021-06-02,1
Yannick Di Marco,Inception (2010),2021-01-10,1
Sylvain Gerez,12 Angry Men (1957),2020-09-02,3
Enea Rami,12 Angry Men (1957),2020-11-06,4
Julien Andoine,Forrest Gump (1994),2021-01-31,2
Julien Montmollin,Schindler's List (1993),2020-12-12,3
Yannick Lavanchy,The Dark Knight (2008),2020-11-21,3
Mélissa Fragnière,Inception (2010),2021-01-12,1
Andrea Badillo,One Flew Over the Cuckoo's Nest (1975),2021-04-18,0
Antonio Rami,The Dark Knight (2008),2020-09-03,4
Mohammed Rouge,Forrest Gump (1994),2021-02-16,2
Sélim Verdan,Schindler's List (1993),2020-10-17,4
Quentin Rossi,The Lord of the Rings: The Two Towers (2002),2020-10-21,2
Sélim Andoine,Schindler's List (1993),2020-07-22,3
Nicolas Rouge,The Godfather: Part II (1974),2020-09-29,4
Christophe Bouriche,The Godfather: Part II (1974),2021-01-07,3
Sylvain Rossi,The Matrix (1999),2020-07-30,1
Georges Mettreaux,The Godfather (1972),2021-06-12,4
Corentin Di Marco,The Lord of the Rings: The Fellowship of the Ring (2001),2021-02-11,2
Thierry Kairouani,Pulp Fiction (1994),2020-10-25,3
Corentin Milio,The Lord of the Rings: The Return of the King (2003),2020-11-09,2
Raphaël Rouge,The Lord of the Rings: The Two Towers (2002),2020-10-16,2
Mouhssine Rouge,The Shawshank Redemption (1994),2021-02-01,5
Andrea Mettreaux,Schindler's List (1993),2020-08-16,4
Michelle Di Marco,Inception (2010),2021-06-14,1
Patrick Milio,The Lord of the Rings: The Two Towers (2002),2021-05-24,1
Mouhssine Rossi,Pulp Fiction (1994),2021-01-28,3
Thierry Tristan Kocher,The Godfather (1972),2021-05-17,4
Arthur Rouge,12 Angry Men (1957),2021-01-22,4
Laurence Mutti,The Lord of the Rings: The Return of the King (2003),2021-04-02,2
Simon Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2020-07-15,1
Nicolas La Spada,Inception (2010),2020-10-27,2
Olivier Di Marco,Inception (2010),2021-01-26,1
Exupéry Franco,The Godfather (1972),2021-03-31,3
Sylvain Pravaz,Schindler's List (1993),2021-05-13,4
Arthur Andoine,The Shawshank Redemption (1994),2021-03-24,4
Antonio Mérot,Pulp Fiction (1994),2020-11-02,3
Corentin Terra,"The Good, the Bad and the Ugly (1966)",2021-03-20,2
Thierry Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2021-02-06,2
Laurence Mérot,12 Angry Men (1957),2020-08-26,3
Corentin Milio,"The Good, the Bad and the Ugly (1966)",2021-05-24,2
Ericka Fragnière,The Lord of the Rings: The Two Towers (2002),2021-01-07,2
Nicolas Fragnière,Fight Club (1999),2020-11-19,3
Frédéric Dromard,Schindler's List (1993),2020-09-28,4
Raphaël Di Marco,12 Angry Men (1957),2021-04-05,4
Olivier Philippe Fragnière,The Godfather: Part II (1974),2020-11-15,4
Frédéric Olsen,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-01,2
Manuel Mérot,"The Good, the Bad and the Ugly (1966)",2021-06-25,3
Mohammed Di Marco,"The Good, the Bad and the Ugly (1966)",2020-11-21,3
Olivier Philippe Fragnière,The Lord of the Rings: The Return of the King (2003),2021-06-08,3
Mohammed Badillo,Schindler's List (1993),2021-01-18,4
Andrea Berclaz,Forrest Gump (1994),2020-09-20,2
Manuel Stella,Fight Club (1999),2020-07-06,3
Enea Franco,"The Good, the Bad and the Ugly (1966)",2020-12-15,2
Murièle Kairouani,Pulp Fiction (1994),2020-12-10,2
Quentin Andoine,"The Good, the Bad and the Ugly (1966)",2020-07-24,2
Murièle Zanoun,The Shawshank Redemption (1994),2020-07-02,4
Marie Rami,Inception (2010),2020-11-05,1
Arthur Dumas,The Godfather (1972),2021-05-28,3
Georges Stella,Fight Club (1999),2020-07-26,3
Patrick Olsen,The Lord of the Rings: The Return of the King (2003),2020-10-17,2
Antonio Pravaz,The Lord of the Rings: The Two Towers (2002),2021-01-09,2
Sélim Terra,Inception (2010),2021-01-23,1
Julien Kunz,The Godfather: Part II (1974),2021-05-27,3
Murièle Mettreaux,Forrest Gump (1994),2021-04-13,2
Marie Dromard,Goodfellas (1990),2021-03-29,1
Christophe Verdan,The Shawshank Redemption (1994),2020-12-04,4
Raphaël Rouge,Star Wars: Episode V - The Empire Strikes Back (1980),2020-08-02,1
Andrea Gerez,The Lord of the Rings: The Return of the King (2003),2020-10-31,2
Ericka Berclaz,Goodfellas (1990),2020-11-12,0
Julien Tristan Kocher,The Godfather: Part II (1974),2020-08-31,3
Michelle Stella,Inception (2010),2020-10-14,2
Sélim Andoine,Pulp Fiction (1994),2021-01-21,3
Ericka Rossi,Pulp Fiction (1994),2020-11-12,3
Mohammed Olsen,Seven Samurai (1954),2020-09-08,0
Arthur Mutti,Goodfellas (1990),2020-07-30,1
Julia La Spada,Schindler's List (1993),2021-02-14,3
Mohammed Zanoun,Pulp Fiction (1994),2021-06-13,2
Frédéric Pravaz,Pulp Fiction (1994),2020-08-06,2
Enea La Spada,The Matrix (1999),2021-06-21,2
Julia Dromard,The Godfather (1972),2021-05-28,4
Sylvain Bouriche,The Matrix (1999),2020-10-13,1
Olivier Philippe Bouriche,12 Angry Men (1957),2021-06-27,3
Exupéry Kunz,The Godfather (1972),2020-12-28,3
Ericka Fragnière,12 Angry Men (1957),2020-08-26,4
Sélim Dromard,Pulp Fiction (1994),2021-02-19,2
Murièle Bouriche,The Godfather: Part II (1974),2021-05-03,3
Enea Tristan Kocher,One Flew Over the Cuckoo's Nest (1975),2021-01-08,0
Thierry Stella,The Godfather (1972),2021-05-05,4
Murièle Rami,The Godfather (1972),2021-02-16,4
Andrea Dromard,Forrest Gump (1994),2021-04-27,1
Frédéric Kunz,The Lord of the Rings: The Two Towers (2002),2020-10-03,1
Frédéric Bouriche,The Shawshank Redemption (1994),2021-05-09,4
Olivier Jacquier,Pulp Fiction (1994),2020-09-28,3
Michelle Rouge,The Dark Knight (2008),2021-04-06,4
Sylvain Mutti,The Dark Knight (2008),2020-09-15,4
Georges Berclaz,One Flew Over the Cuckoo's Nest (1975),2020-08-11,0
Sylvain Verdan,Fight Club (1999),2020-08-03,3
Laurence Terra,The Shawshank Redemption (1994),2020-10-16,4
Thierry Stella,One Flew Over the Cuckoo's Nest (1975),2021-03-15,1
Mathieu Mérot,The Shawshank Redemption (1994),2020-08-29,5
Murièle Fragnière,Pulp Fiction (1994),2020-09-04,2
Georges Pravaz,Fight Club (1999),2020-09-26,2
Olivier Philippe Mettreaux,The Godfather: Part II (1974),2021-06-08,4
Marie Tristan Kocher,Pulp Fiction (1994),2021-03-29,3
Frédéric Bouriche,The Dark Knight (2008),2021-05-03,4
Simon Milio,Pulp Fiction (1994),2021-02-26,3
Nicolas Stella,The Godfather: Part II (1974),2021-04-02,3
Simon Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-12,2
Murièle Andoine,"The Good, the Bad and the Ugly (1966)",2021-05-20,2
Laurence Dumas,"The Good, the Bad and the Ugly (1966)",2020-10-11,2
Olivier Philippe Andoine,One Flew Over the Cuckoo's Nest (1975),2021-04-10,1
Olivier Philippe Andoine,The Godfather: Part II (1974),2021-02-01,4
Quentin Verdan,The Lord of the Rings: The Two Towers (2002),2020-09-18,1
Corentin Fragnière,One Flew Over the Cuckoo's Nest (1975),2020-10-31,1
Simon Mutti,The Shawshank Redemption (1994),2020-08-28,5
Patrick Rouge,The Godfather (1972),2020-11-25,4
Nicolas Mérot,The Shawshank Redemption (1994),2021-01-31,5
Julia Kunz,Inception (2010),2021-06-17,2
Sylvain Tristan Kocher,Pulp Fiction (1994),2020-08-22,3
Olivier Mettreaux,12 Angry Men (1957),2020-08-26,3
Mohammed Jacquier,Goodfellas (1990),2021-04-05,0
Exupéry Dromard,The Godfather (1972),2020-10-13,3
Quentin Di Marco,Inception (2010),2020-10-26,2
Exupéry Terra,The Matrix (1999),2020-08-20,1
Olivier Andoine,Fight Club (1999),2020-11-03,3
Andrea Lavanchy,The Lord of the Rings: The Two Towers (2002),2020-09-10,2
Sélim Rami,12 Angry Men (1957),2021-03-02,3
Christophe Rossi,Schindler's List (1993),2021-02-08,3
Mouhssine Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-14,3
Michelle Rossi,The Godfather (1972),2021-06-01,3
Frédéric Franco,Fight Club (1999),2021-04-11,3
Frédéric Terra,Forrest Gump (1994),2020-08-30,2
Exupéry Dromard,12 Angry Men (1957),2020-08-06,4
Christophe Mettreaux,The Godfather (1972),2021-02-19,3
Thierry Kairouani,Goodfellas (1990),2021-03-11,1
Quentin Berclaz,12 Angry Men (1957),2020-10-31,4
Christophe Jacquier,The Shawshank Redemption (1994),2021-01-27,5
Christophe Franco,The Godfather: Part II (1974),2021-04-27,3
Olivier Philippe Nicolier,The Shawshank Redemption (1994),2021-01-22,4
Christophe Nicolier,The Dark Knight (2008),2021-03-19,3
Mélissa Milio,The Lord of the Rings: The Two Towers (2002),2020-12-06,2
Exupéry Bouriche,"The Good, the Bad and the Ugly (1966)",2020-12-28,3
Julien Lavanchy,Pulp Fiction (1994),2021-04-30,3
Olivier Milio,Star Wars: Episode V - The Empire Strikes Back (1980),2021-02-21,2
Quentin Montmollin,The Godfather (1972),2020-08-12,4
Mélissa Jacquier,"The Good, the Bad and the Ugly (1966)",2020-12-13,2
Olivier Mérot,The Shawshank Redemption (1994),2020-07-28,4
Christophe Franco,The Shawshank Redemption (1994),2021-04-08,4
Arthur Rami,The Lord of the Rings: The Return of the King (2003),2021-04-26,2
Ericka Berclaz,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-27,2
Olivier Zanoun,Fight Club (1999),2021-05-26,3
Olivier Milio,The Shawshank Redemption (1994),2020-08-18,4
Corentin Rossi,Forrest Gump (1994),2021-02-16,1
Laurence Verdan,Inception (2010),2020-12-05,2
Christophe Nicolier,Forrest Gump (1994),2020-11-24,2
Simon Jacquier,The Lord of the Rings: The Two Towers (2002),2020-10-07,1
Arthur Andoine,The Godfather: Part II (1974),2021-03-27,4
Sylvain Zanoun,The Matrix (1999),2020-09-08,1
Antonio Nicolier,The Shawshank Redemption (1994),2021-01-10,4
Laurence Nicolier,The Godfather (1972),2021-01-11,4
Patrick Stella,12 Angry Men (1957),2020-12-07,3
Julien Kunz,Fight Club (1999),2020-11-21,2
Mélissa Di Marco,The Godfather: Part II (1974),2021-05-20,4
Yannick Montmollin,The Matrix (1999),2020-11-27,2
Thierry Dumas,12 Angry Men (1957),2020-09-23,3
Sélim Berclaz,Seven Samurai (1954),2021-06-25,0
Mohammed Stella,One Flew Over the Cuckoo's Nest (1975),2020-11-06,1
Antonio Milio,Schindler's List (1993),2020-08-13,4
Olivier Zanoun,The Shawshank Redemption (1994),2021-04-15,4
Georges Milio,The Dark Knight (2008),2021-06-23,3
Nicolas Mutti,Pulp Fiction (1994),2020-08-06,3
Murièle Di Marco,The Shawshank Redemption (1994),2021-03-05,4
Corentin Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2020-10-20,3
Nicolas Gerez,The Godfather: Part II (1974),2021-05-26,4
Arthur Badillo,Pulp Fiction (1994),2021-04-26,2
Exupéry Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-13,2
Marie Dumas,Fight Club (1999),2020-12-12,3
Mélissa Rossi,One Flew Over the Cuckoo's Nest (1975),2020-10-15,1
Mohammed Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-22,2
Sélim Tristan Kocher,The Lord of the Rings: The Two Towers (2002),2020-11-09,2
Georges Franco,The Matrix (1999),2021-02-10,1
Mouhssine Lavanchy,The Lord of the Rings: The Fellowship of the Ring (2001),2021-04-14,2
Simon Verdan,Schindler's List (1993),2020-07-13,3
Murièle Nicolier,Forrest Gump (1994),2021-02-17,1
Olivier Di Marco,The Godfather (1972),2020-12-01,3
Quentin Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-06,2
Thierry Kairouani,The Lord of the Rings: The Two Towers (2002),2020-08-27,1
Mouhssine Kairouani,The Godfather: Part II (1974),2021-06-28,4
Mouhssine Dromard,The Shawshank Redemption (1994),2021-06-24,4
Mouhssine Rordorf,The Lord of the Rings: The Two Towers (2002),2020-12-18,2
Manuel Zanoun,Schindler's List (1993),2021-04-11,3
Marie Franco,One Flew Over the Cuckoo's Nest (1975),2020-12-11,0
Yannick Stella,The Godfather: Part II (1974),2021-04-01,4
Sylvain Mettreaux,The Godfather: Part II (1974),2021-01-01,4
Julien Montmollin,12 Angry Men (1957),2021-03-04,3
Murièle Kunz,The Shawshank Redemption (1994),2020-12-26,5
Julia Olsen,Forrest Gump (1994),2021-06-01,2
Yannick Nicolier,"The Good, the Bad and the Ugly (1966)",2020-10-02,3
Murièle Mérot,The Godfather (1972),2020-10-13,4
Thierry La Spada,12 Angry Men (1957),2020-08-24,4
Manuel Stella,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-14,2
Julia Nicolier,12 Angry Men (1957),2021-04-15,4
Ericka Kairouani,Forrest Gump (1994),2021-03-03,2
Frédéric Kunz,The Dark Knight (2008),2021-04-04,4
Olivier Philippe Stella,The Lord of the Rings: The Return of the King (2003),2020-08-18,3
Marie Terra,The Lord of the Rings: The Two Towers (2002),2021-01-01,1
Corentin Rordorf,Forrest Gump (1994),2021-06-26,1
Michelle La Spada,The Shawshank Redemption (1994),2020-11-01,4
Georges Zanoun,"The Good, the Bad and the Ugly (1966)",2020-07-01,3
Julien Verdan,The Matrix (1999),2020-09-26,1
Julien Terra,The Lord of the Rings: The Two Towers (2002),2021-04-02,1
Andrea Badillo,The Lord of the Rings: The Return of the King (2003),2020-07-27,2
Arthur Rami,The Godfather: Part II (1974),2020-07-19,4
Sélim Verdan,Fight Club (1999),2020-07-29,2
Raphaël Franco,12 Angry Men (1957),2021-06-21,3
Patrick La Spada,Fight Club (1999),2021-03-29,2
Ericka Milio,The Godfather: Part II (1974),2021-01-03,4
Julien Lavanchy,The Lord of the Rings: The Return of the King (2003),2021-03-14,2
Michelle Berclaz,The Shawshank Redemption (1994),2021-05-13,4
Mouhssine Rordorf,The Godfather: Part II (1974),2020-11-25,3
Simon Zanoun,The Lord of the Rings: The Two Towers (2002),2020-11-12,2
Olivier Philippe Bouriche,The Dark Knight (2008),2021-05-31,4
Mohammed Tristan Kocher,Inception (2010),2021-04-26,2
Mouhssine Mutti,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-22,1
Sélim Mutti,"The Good, the Bad and the Ugly (1966)",2020-07-05,3
Ericka Dromard,The Matrix (1999),2020-08-25,1
Ericka Rouge,One Flew Over the Cuckoo's Nest (1975),2020-10-22,0
Olivier Philippe Kunz,The Godfather (1972),2020-08-13,4
Frédéric Mérot,Pulp Fiction (1994),2021-03-29,3
Nicolas Pravaz,The Matrix (1999),2020-12-19,1
Simon Badillo,Fight Club (1999),2020-10-18,2
Simon Mettreaux,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-12,2
Christophe Rossi,The Lord of the Rings: The Return of the King (2003),2021-06-07,3
Olivier Philippe Pravaz,The Godfather: Part II (1974),2020-08-07,4
Arthur Rouge,The Lord of the Rings: The Return of the King (2003),2021-04-10,3
Andrea Kunz,The Dark Knight (2008),2020-09-27,4
Raphaël Pravaz,The Shawshank Redemption (1994),2020-12-06,4
Frédéric Kairouani,"The Good, the Bad and the Ugly (1966)",2020-08-10,2
Manuel Jacquier,Schindler's List (1993),2021-04-20,4
Enea Zanoun,Fight Club (1999),2021-03-26,2
Mouhssine Gerez,"The Good, the Bad and the Ugly (1966)",2021-02-02,3
Georges Verdan,The Lord of the Rings: The Two Towers (2002),2021-05-07,1
Exupéry Rouge,Forrest Gump (1994),2021-06-02,2
Quentin Montmollin,"The Good, the Bad and the Ugly (1966)",2021-05-22,3
Thierry Gerez,The Godfather (1972),2021-03-20,4
Simon Milio,Schindler's List (1993),2020-12-23,3
Simon Franco,The Godfather (1972),2020-11-07,4
Mathieu Badillo,Fight Club (1999),2021-06-28,2
Olivier Philippe Tristan Kocher,One Flew Over the Cuckoo's Nest (1975),2020-10-26,1
Georges Rordorf,The Lord of the Rings: The Return of the King (2003),2021-03-29,2
Yannick Olsen,12 Angry Men (1957),2021-03-05,4
Mohammed La Spada,The Shawshank Redemption (1994),2020-08-16,4
Enea Rossi,The Matrix (1999),2020-08-22,1
Frédéric Rami,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-01,3
Corentin Jacquier,The Lord of the Rings: The Return of the King (2003),2021-01-12,2
Mohammed Verdan,Schindler's List (1993),2020-10-02,3
Manuel Rouge,12 Angry Men (1957),2020-11-03,3
Ericka Berclaz,Forrest Gump (1994),2020-07-29,1
Murièle Terra,Forrest Gump (1994),2020-10-27,2
Simon Zanoun,Seven (1995),2020-08-16,1
Christophe Olsen,The Dark Knight (2008),2020-07-13,4
Mouhssine Stella,Goodfellas (1990),2020-10-01,0
Nicolas Stella,12 Angry Men (1957),2021-03-17,3
Julien Rossi,Pulp Fiction (1994),2021-03-14,2
Frédéric La Spada,Seven Samurai (1954),2021-02-09,0
Mathieu Franco,Pulp Fiction (1994),2020-10-22,3
Laurence Berclaz,Fight Club (1999),2020-10-16,2
Andrea Zanoun,The Matrix (1999),2020-08-20,2
Sylvain Badillo,One Flew Over the Cuckoo's Nest (1975),2021-02-07,0
Antonio Tristan Kocher,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-13,3
Michelle Nicolier,The Shawshank Redemption (1994),2021-02-06,5
Mathieu Andoine,Forrest Gump (1994),2021-02-22,2
Yannick Tristan Kocher,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-07,1
Murièle Berclaz,Schindler's List (1993),2021-01-25,4
Laurence Lavanchy,The Godfather (1972),2021-04-04,3
Olivier Andoine,The Lord of the Rings: The Fellowship of the Ring (2001),2021-02-11,2
Sylvain Gerez,Inception (2010),2021-05-11,2
Frédéric Jacquier,12 Angry Men (1957),2021-03-19,4
Yannick Kunz,Schindler's List (1993),2020-07-12,3
Frédéric Olsen,Fight Club (1999),2021-05-23,3
Sylvain La Spada,The Godfather: Part II (1974),2020-10-30,3
Enea Mérot,The Dark Knight (2008),2021-01-31,4
Quentin Bouriche,Fight Club (1999),2020-08-16,3
Mohammed Jacquier,The Godfather: Part II (1974),2020-11-29,3
Frédéric Terra,Pulp Fiction (1994),2021-04-27,2
Enea Andoine,The Shawshank Redemption (1994),2020-12-24,4
Mélissa Pravaz,"The Good, the Bad and the Ugly (1966)",2020-08-10,3
Julien Dumas,Schindler's List (1993),2021-06-19,3
Marie Dumas,12 Angry Men (1957),2020-11-01,4
Mélissa Dromard,Forrest Gump (1994),2020-10-06,2
Exupéry Rami,The Godfather: Part II (1974),2021-05-30,3
Andrea Di Marco,The Dark Knight (2008),2021-04-04,4
Mélissa Montmollin,The Lord of the Rings: The Return of the King (2003),2020-12-09,2
Georges Zanoun,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-19,3
Frédéric Gerez,Inception (2010),2020-11-22,2
Mohammed Rordorf,Schindler's List (1993),2020-08-07,3
Andrea Olsen,Forrest Gump (1994),2020-09-20,1
Frédéric Mérot,Inception (2010),2020-11-24,1
Mathieu Verdan,The Lord of the Rings: The Return of the King (2003),2020-09-14,2
Exupéry Olsen,Forrest Gump (1994),2020-09-20,2
Exupéry Andoine,Forrest Gump (1994),2020-08-23,2
Olivier Philippe Stella,Inception (2010),2020-12-02,2
Mathieu Pravaz,Inception (2010),2021-01-04,2
Manuel Andoine,Goodfellas (1990),2021-03-06,0
Quentin Milio,Forrest Gump (1994),2021-05-21,1
Murièle Montmollin,The Godfather (1972),2021-02-15,4
Murièle Mettreaux,Fight Club (1999),2020-10-10,3
Quentin Kunz,Forrest Gump (1994),2021-05-06,2
Mouhssine Tristan Kocher,The Godfather (1972),2020-09-20,4
Enea Gerez,The Godfather: Part II (1974),2020-10-09,3
Manuel Mettreaux,The Godfather (1972),2020-12-17,3
Julia Dumas,Goodfellas (1990),2020-11-13,1
Raphaël Di Marco,Forrest Gump (1994),2021-01-23,1
Julia Verdan,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-20,3
Corentin Kairouani,Star Wars: Episode V - The Empire Strikes Back (1980),2020-07-08,1
Andrea Mutti,12 Angry Men (1957),2021-03-30,3
Nicolas Verdan,The Lord of the Rings: The Two Towers (2002),2021-03-29,2
Exupéry Dromard,Schindler's List (1993),2020-08-10,4
Sélim Lavanchy,"The Good, the Bad and the Ugly (1966)",2020-11-07,2
Thierry Dromard,Forrest Gump (1994),2020-10-18,2
Simon Dumas,12 Angry Men (1957),2020-12-03,3
Murièle Milio,Goodfellas (1990),2021-04-27,1
Sélim Montmollin,The Godfather: Part II (1974),2021-01-15,3
Mouhssine Mérot,Pulp Fiction (1994),2020-11-16,3
Olivier Philippe Rossi,The Lord of the Rings: The Two Towers (2002),2021-04-18,2
Michelle Berclaz,Forrest Gump (1994),2020-10-03,2
Sylvain Montmollin,Schindler's List (1993),2021-05-27,3
Mouhssine Rordorf,12 Angry Men (1957),2020-11-06,4
Sylvain Nicolier,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-16,2
Ericka Badillo,Forrest Gump (1994),2021-04-03,2
Olivier Mérot,12 Angry Men (1957),2020-10-31,3
Arthur Tristan Kocher,Schindler's List (1993),2021-03-03,4
Raphaël Gerez,The Lord of the Rings: The Return of the King (2003),2020-11-09,2
Mohammed Mettreaux,Schindler's List (1993),2020-07-01,4
Ericka Di Marco,The Godfather: Part II (1974),2021-06-05,4
Sélim Berclaz,The Matrix (1999),2021-02-04,2
Enea Di Marco,12 Angry Men (1957),2020-10-14,3
Mathieu Andoine,The Matrix (1999),2020-06-30,2
Antonio Mettreaux,The Dark Knight (2008),2020-12-23,4
Mélissa Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2020-10-21,1
Nicolas Franco,The Lord of the Rings: The Fellowship of the Ring (2001),2021-02-16,2
Laurence Mettreaux,"The Good, the Bad and the Ugly (1966)",2020-11-26,3
Enea Franco,The Matrix (1999),2020-10-03,2
Manuel Mettreaux,The Dark Knight (2008),2021-05-15,3
Murièle Lavanchy,Fight Club (1999),2020-08-14,3
Patrick Montmollin,The Dark Knight (2008),2021-01-06,3
Marie Zanoun,The Dark Knight (2008),2021-03-31,3
Laurence Verdan,Pulp Fiction (1994),2020-08-18,3
Andrea La Spada,The Shawshank Redemption (1994),2021-06-18,5
Sylvain Bouriche,The Godfather: Part II (1974),2020-09-03,4
Julia Rordorf,The Godfather (1972),2020-07-25,3
Frédéric Montmollin,The Lord of the Rings: The Two Towers (2002),2021-05-12,2
Mathieu Gerez,The Godfather (1972),2021-05-27,3
Mélissa Kairouani,The Lord of the Rings: The Return of the King (2003),2020-12-01,2
Mélissa Kunz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-30,3
Thierry Terra,The Godfather (1972),2020-12-16,4
Corentin Kairouani,Inception (2010),2021-04-28,2
Olivier Lavanchy,The Matrix (1999),2020-11-22,1
Patrick Mutti,Pulp Fiction (1994),2020-11-07,3
Laurence Fragnière,The Lord of the Rings: The Two Towers (2002),2020-11-20,1
Mohammed Kairouani,The Matrix (1999),2020-09-09,1
Murièle Mérot,The Lord of the Rings: The Two Towers (2002),2020-12-24,1
Julien Rossi,The Godfather (1972),2021-05-30,4
Manuel Rordorf,The Matrix (1999),2021-04-29,2
Julien Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-12,3
Yannick Di Marco,Fight Club (1999),2020-08-16,3
Manuel Terra,"The Good, the Bad and the Ugly (1966)",2021-05-07,3
Georges Franco,The Lord of the Rings: The Two Towers (2002),2020-08-14,1
Christophe Berclaz,The Dark Knight (2008),2020-09-22,3
Mouhssine Di Marco,Pulp Fiction (1994),2020-07-05,2
Georges Mettreaux,The Dark Knight (2008),2020-12-02,4
Nicolas Tristan Kocher,The Shawshank Redemption (1994),2021-06-09,5
Olivier Bouriche,Forrest Gump (1994),2020-10-27,1
Frédéric Terra,Inception (2010),2020-12-27,1
Sylvain Rordorf,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-12,2
Mathieu Bouriche,Fight Club (1999),2021-06-08,2
Exupéry Di Marco,Pulp Fiction (1994),2020-10-02,3
Christophe Kairouani,The Godfather: Part II (1974),2021-04-16,4
Julia Verdan,Schindler's List (1993),2021-01-28,3
Simon Rordorf,Seven Samurai (1954),2021-06-22,1
Simon Kunz,Schindler's List (1993),2021-03-18,4
Antonio Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-26,3
Julien Franco,The Lord of the Rings: The Two Towers (2002),2021-01-06,2
Olivier Philippe Fragnière,"The Good, the Bad and the Ugly (1966)",2021-05-29,3
Thierry Terra,The Lord of the Rings: The Return of the King (2003),2021-06-05,3
Enea Pravaz,The Shawshank Redemption (1994),2021-03-12,4
Murièle Rouge,Pulp Fiction (1994),2020-07-18,2
Andrea Kairouani,The Dark Knight (2008),2021-06-22,3
Ericka La Spada,Forrest Gump (1994),2020-09-14,2
Olivier Rouge,Pulp Fiction (1994),2020-12-16,2
Thierry Verdan,The Lord of the Rings: The Return of the King (2003),2020-10-28,3
Enea Olsen,"The Good, the Bad and the Ugly (1966)",2020-11-19,2
Mélissa Olsen,The Godfather: Part II (1974),2020-12-31,4
Antonio Kairouani,The Dark Knight (2008),2021-04-04,4
Murièle Rami,The Lord of the Rings: The Two Towers (2002),2021-05-18,1
Murièle Badillo,The Lord of the Rings: The Two Towers (2002),2020-12-19,1
Manuel Rossi,The Lord of the Rings: The Return of the King (2003),2021-01-31,3
Mouhssine Lavanchy,The Godfather: Part II (1974),2021-03-17,4
Quentin La Spada,The Godfather (1972),2020-09-24,4
Manuel Olsen,The Matrix (1999),2021-03-10,1
Laurence Verdan,The Matrix (1999),2020-09-22,2
Exupéry Franco,Fight Club (1999),2021-02-15,3
Antonio Rami,Forrest Gump (1994),2021-02-01,2
Mathieu Andoine,Schindler's List (1993),2021-01-01,4
Frédéric Stella,12 Angry Men (1957),2021-05-15,3
Nicolas Franco,Forrest Gump (1994),2021-06-19,1
Olivier Philippe Pravaz,Fight Club (1999),2021-06-21,2
Ericka Montmollin,Fight Club (1999),2020-10-16,3
Mohammed Fragnière,12 Angry Men (1957),2021-01-05,4
Murièle Rami,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-23,2
Exupéry Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2021-01-10,3
Julien Di Marco,The Dark Knight (2008),2020-11-21,3
Thierry Mérot,Inception (2010),2021-04-19,2
Mélissa Bouriche,The Lord of the Rings: The Return of the King (2003),2020-07-03,3
Olivier Kairouani,Schindler's List (1993),2021-01-26,4
Quentin Jacquier,Pulp Fiction (1994),2021-01-31,2
Yannick Kunz,Forrest Gump (1994),2020-09-30,2
Manuel Dumas,The Lord of the Rings: The Two Towers (2002),2021-06-04,1
Mohammed Olsen,12 Angry Men (1957),2021-02-28,3
Julia Terra,The Lord of the Rings: The Two Towers (2002),2020-08-29,1
Thierry Andoine,Fight Club (1999),2021-04-03,3
Mathieu Berclaz,The Lord of the Rings: The Return of the King (2003),2020-12-21,3
Mohammed Andoine,One Flew Over the Cuckoo's Nest (1975),2021-04-17,0
Christophe Mutti,The Dark Knight (2008),2021-06-11,4
