name,movie,date,rating
Enea Franco,The Matrix (1999),2021-06-30,2
Raphaël Dumas,Schindler's List (1993),2022-03-18,4
Quentin Badillo,Schindler's List (1993),2021-10-25,3
Murièle Mérot,Schindler's List (1993),2022-04-14,4
Patrick Rossi,Forrest Gump (1994),2022-02-01,1
Laurence Lavanchy,12 Angry Men (1957),2022-05-28,3
Corentin Rami,12 Angry Men (1957),2021-08-08,4
Patrick Fragnière,Seven Samurai (1954),2021-10-30,1
Raphaël Rordorf,The Dark Knight (2008),2022-04-05,4
Julia Berclaz,Fight Club (1999),2021-06-26,3
Antonio Zanoun,12 Angry Men (1957),2021-07-09,4
Simon Zanoun,Fight Club (1999),2021-10-05,3
Sylvain Milio,Forrest Gump (1994),2021-12-02,1
Enea Fragnière,Fight Club (1999),2022-06-06,2
Julien Tristan Kocher,12 Angry Men (1957),2021-11-22,4
Enea Fragnière,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-01,1
Yannick Dumas,The Shawshank Redemption (1994),2021-10-23,5
Mohammed Kairouani,The Dark Knight (2008),2021-11-20,3
Mélissa Lavanchy,Goodfellas (1990),2022-05-03,1
Julien Kunz,Schindler's List (1993),2022-03-05,4
Manuel Lavanchy,The Lord of the Rings: The Fellowship of the Ring (2001),2022-06-09,2
Mohammed Olsen,Seven Samurai (1954),2021-09-24,0
Mohammed Stella,The Lord of the Rings: The Return of the King (2003),2021-12-12,2
Ericka Rouge,Fight Club (1999),2022-03-07,2
Quentin Tristan Kocher,The Lord of the Rings: The Two Towers (2002),2022-03-27,2
Raphaël Kunz,Inception (2010),2021-07-04,1
Julia Montmollin,Schindler's List (1993),2021-09-13,3
Quentin Tristan Kocher,12 Angry Men (1957),2021-08-18,4
Olivier Philippe Olsen,Seven Samurai (1954),2022-05-03,0
Julien Dromard,12 Angry Men (1957),2021-12-15,4
Julia Jacquier,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-12,1
Georges Badillo,Inception (2010),2021-09-01,2
Ericka Bouriche,The Shawshank Redemption (1994),2021-08-10,4
Antonio Zanoun,Forrest Gump (1994),2021-08-17,2
Georges Kairouani,12 Angry Men (1957),2021-07-21,4
Sélim Montmollin,The Dark Knight (2008),2022-05-29,4
Julien Fragnière,Pulp Fiction (1994),2022-04-15,2
Nicolas Olsen,Schindler's List (1993),2021-11-08,4
Mouhssine Dumas,The Godfather (1972),2022-05-22,3
Arthur Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-07,3
Andrea Mérot,Schindler's List (1993),2022-01-10,3
Raphaël Rordorf,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-18,3
Antonio Gerez,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-17,3
Mouhssine Gerez,The Lord of the Rings: The Return of the King (2003),2021-10-03,3
Quentin Olsen,The Lord of the Rings: The Two Towers (2002),2022-05-30,1
Enea La Spada,The Shawshank Redemption (1994),2021-11-07,4
Mohammed Montmollin,The Dark Knight (2008),2022-02-27,3
Enea Pravaz,The Godfather: Part II (1974),2021-09-28,3
Quentin Bouriche,Seven Samurai (1954),2021-12-16,1
Olivier Gerez,The Lord of the Rings: The Two Towers (2002),2021-07-20,2
Sylvain Tristan Kocher,The Lord of the Rings: The Two Towers (2002),2021-06-23,1
Marie Bouriche,Fight Club (1999),2021-07-01,2
Ericka Mettreaux,Pulp Fiction (1994),2022-05-21,2
Simon Di Marco,The Godfather (1972),2022-06-02,3
Exupéry Nicolier,12 Angry Men (1957),2022-02-28,4
Murièle Fragnière,12 Angry Men (1957),2021-07-30,4
Simon Franco,The Lord of the Rings: The Two Towers (2002),2022-03-15,2
Sylvain Franco,The Lord of the Rings: The Return of the King (2003),2022-01-24,3
Sylvain Jacquier,The Dark Knight (2008),2022-05-02,4
Mélissa Kairouani,The Shawshank Redemption (1994),2022-05-26,4
Antonio Dromard,The Godfather (1972),2022-03-01,4
Frédéric Gerez,"The Good, the Bad and the Ugly (1966)",2022-04-08,3
Mohammed Andoine,12 Angry Men (1957),2022-06-09,3
Manuel Fragnière,Pulp Fiction (1994),2021-06-26,2
Ericka Gerez,Star Wars: Episode V - The Empire Strikes Back (1980),2022-05-29,2
Ericka Milio,The Dark Knight (2008),2021-07-18,3
Thierry Terra,One Flew Over the Cuckoo's Nest (1975),2021-06-27,0
Michelle Mutti,Goodfellas (1990),2021-08-15,0
Enea Mérot,Star Wars: Episode V - The Empire Strikes Back (1980),2021-12-12,2
Christophe Mutti,Forrest Gump (1994),2021-11-27,1
Yannick Pravaz,Pulp Fiction (1994),2022-03-26,2
Frédéric Milio,The Godfather: Part II (1974),2022-03-30,4
Arthur Dromard,Star Wars: Episode V - The Empire Strikes Back (1980),2022-04-17,2
Enea Zanoun,The Matrix (1999),2021-06-24,2
Julien Montmollin,The Lord of the Rings: The Return of the King (2003),2021-06-29,2
Frédéric Milio,The Shawshank Redemption (1994),2022-04-16,5
Andrea Rordorf,Schindler's List (1993),2022-03-10,4
Arthur Franco,Fight Club (1999),2021-12-16,2
Raphaël Pravaz,Fight Club (1999),2021-08-25,2
Nicolas Rouge,Inception (2010),2021-10-22,1
Mohammed Mettreaux,The Shawshank Redemption (1994),2022-02-19,5
Mohammed Gerez,Pulp Fiction (1994),2021-11-27,2
Julien Bouriche,Forrest Gump (1994),2021-07-18,1
Sélim Gerez,Fight Club (1999),2022-01-25,2
Sélim Dromard,12 Angry Men (1957),2021-11-21,3
Andrea Tristan Kocher,The Shawshank Redemption (1994),2021-09-22,4
Raphaël Mérot,Forrest Gump (1994),2021-09-16,2
Olivier Mérot,Inception (2010),2022-05-22,2
Corentin Montmollin,The Dark Knight (2008),2022-01-24,4
Yannick Badillo,The Dark Knight (2008),2021-11-17,4
Ericka Rordorf,Schindler's List (1993),2021-11-08,3
Sélim Pravaz,Schindler's List (1993),2022-01-11,4
Julien Mutti,The Godfather: Part II (1974),2021-11-15,3
Enea Mutti,12 Angry Men (1957),2022-04-08,3
Ericka Milio,Inception (2010),2021-11-01,1
Patrick Tristan Kocher,The Godfather: Part II (1974),2021-11-07,4
Christophe Terra,The Dark Knight (2008),2021-10-02,3
Frédéric Pravaz,"The Good, the Bad and the Ugly (1966)",2022-05-12,3
Simon Bouriche,Schindler's List (1993),2021-12-26,4
Sylvain Dumas,The Dark Knight (2008),2022-02-28,3
Sélim Berclaz,Fight Club (1999),2021-09-03,3
Christophe Verdan,The Shawshank Redemption (1994),2022-01-28,4
Mélissa Stella,The Shawshank Redemption (1994),2021-12-18,4
Andrea Verdan,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-07,1
Marie Rordorf,The Dark Knight (2008),2021-08-01,3
Marie Franco,Inception (2010),2022-06-09,2
Andrea Franco,Pulp Fiction (1994),2022-05-13,3
Marie Bouriche,The Matrix (1999),2021-10-09,1
Julien Di Marco,Pulp Fiction (1994),2022-05-16,2
Michelle Berclaz,Fight Club (1999),2022-02-19,2
Sylvain Rordorf,The Godfather: Part II (1974),2021-10-01,3
Sylvain Berclaz,Pulp Fiction (1994),2021-08-15,2
Patrick Zanoun,Inception (2010),2022-02-15,1
Marie Fragnière,The Lord of the Rings: The Two Towers (2002),2021-11-11,1
Georges Mutti,Pulp Fiction (1994),2022-06-09,2
Arthur Stella,The Lord of the Rings: The Two Towers (2002),2022-05-09,2
Ericka Mettreaux,Seven (1995),2021-09-09,1
Manuel Gerez,One Flew Over the Cuckoo's Nest (1975),2021-08-19,0
Olivier Philippe Pravaz,The Dark Knight (2008),2022-01-12,4
Exupéry Kairouani,The Dark Knight (2008),2021-09-19,3
Patrick Rami,The Matrix (1999),2021-06-21,1
Corentin Mutti,The Dark Knight (2008),2021-09-19,4
Patrick Andoine,One Flew Over the Cuckoo's Nest (1975),2021-10-08,1
Frédéric Rami,Inception (2010),2022-03-18,2
Sélim Pravaz,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-11,2
Quentin Bouriche,One Flew Over the Cuckoo's Nest (1975),2022-02-18,0
Mohammed Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-09,2
Mélissa Stella,The Godfather (1972),2021-11-07,4
Manuel La Spada,Fight Club (1999),2021-12-04,2
Michelle Bouriche,The Lord of the Rings: The Return of the King (2003),2022-01-31,3
Nicolas Rossi,The Godfather: Part II (1974),2021-06-28,3
Arthur La Spada,Inception (2010),2021-09-04,2
Corentin Olsen,Inception (2010),2021-10-20,2
Mathieu Gerez,The Lord of the Rings: The Two Towers (2002),2021-11-25,2
Nicolas Zanoun,The Godfather: Part II (1974),2021-11-03,4
Olivier Andoine,The Dark Knight (2008),2021-10-27,3
Exupéry Terra,The Shawshank Redemption (1994),2021-12-03,4
Mouhssine Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2021-08-25,3
Marie Dumas,Pulp Fiction (1994),2021-07-25,2
Sylvain Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-06,2
Julia Pravaz,The Godfather (1972),2022-01-08,3
Corentin Bouriche,The Godfather (1972),2021-07-10,3
Julien Lavanchy,Pulp Fiction (1994),2021-09-18,3
Andrea Kunz,The Dark Knight (2008),2022-05-21,4
Yannick Verdan,Goodfellas (1990),2021-07-16,1
Yannick Berclaz,"The Good, the Bad and the Ugly (1966)",2022-02-05,3
Mélissa Tristan Kocher,The Dark Knight (2008),2021-08-08,3
Nicolas Di Marco,The Lord of the Rings: The Fellowship of the Ring (2001),2021-12-30,3
Mohammed Franco,The Lord of the Rings: The Two Towers (2002),2022-05-04,2
Frédéric Berclaz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-12-22,2
Raphaël Mutti,Forrest Gump (1994),2021-12-03,2
Ericka Jacquier,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-18,2
Nicolas Stella,The Matrix (1999),2021-10-26,1
Olivier Philippe Mettreaux,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-27,2
Marie Mutti,"The Good, the Bad and the Ugly (1966)",2021-09-27,2
Patrick Gerez,The Dark Knight (2008),2022-03-21,3
Simon Lavanchy,The Godfather: Part II (1974),2022-02-18,4
Georges Rami,The Lord of the Rings: The Return of the King (2003),2022-02-19,2
Raphaël Rouge,Inception (2010),2022-01-26,1
Sylvain Fragnière,Fight Club (1999),2021-09-25,2
Nicolas Berclaz,The Dark Knight (2008),2021-07-06,4
Olivier Rossi,12 Angry Men (1957),2021-12-19,3
Marie Mérot,The Dark Knight (2008),2021-07-21,4
Mathieu Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-06,3
Mélissa La Spada,The Godfather (1972),2021-08-27,4
Corentin Andoine,The Matrix (1999),2022-02-03,2
Ericka Olsen,The Godfather: Part II (1974),2022-05-11,3
Marie La Spada,The Dark Knight (2008),2021-10-19,4
Olivier Jacquier,The Dark Knight (2008),2022-05-24,3
Mélissa Jacquier,Pulp Fiction (1994),2021-08-01,3
Laurence Mérot,"The Good, the Bad and the Ugly (1966)",2022-04-10,3
Antonio Andoine,Fight Club (1999),2021-07-07,2
Arthur Rouge,Pulp Fiction (1994),2021-06-27,2
Sélim Lavanchy,The Lord of the Rings: The Return of the King (2003),2022-01-30,3
Patrick La Spada,Schindler's List (1993),2021-11-30,3
Manuel La Spada,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-25,2
Mouhssine Jacquier,Pulp Fiction (1994),2021-09-18,2
Murièle Verdan,The Lord of the Rings: The Return of the King (2003),2021-09-26,3
Olivier Philippe Kairouani,The Godfather (1972),2022-01-26,4
Enea Fragnière,The Lord of the Rings: The Return of the King (2003),2021-12-10,2
Andrea Lavanchy,Fight Club (1999),2021-09-06,2
Julien Kunz,Forrest Gump (1994),2021-12-09,1
Frédéric Gerez,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-08,3
Ericka Tristan Kocher,Pulp Fiction (1994),2021-07-28,3
Olivier Rossi,Fight Club (1999),2022-01-12,2
Christophe Zanoun,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-20,3
Julien Rami,The Dark Knight (2008),2022-06-10,3
Michelle Dumas,Pulp Fiction (1994),2021-08-08,3
Nicolas Fragnière,Inception (2010),2022-03-30,1
Mohammed Badillo,12 Angry Men (1957),2022-04-01,4
Marie Mettreaux,The Matrix (1999),2021-11-23,1
Exupéry Rordorf,The Shawshank Redemption (1994),2022-05-11,4
Corentin Jacquier,The Godfather (1972),2021-10-04,4
Arthur Dumas,The Shawshank Redemption (1994),2022-04-24,5
Mohammed Mettreaux,Pulp Fiction (1994),2022-01-19,2
Yannick Kunz,Inception (2010),2022-02-17,1
Georges Kairouani,The Shawshank Redemption (1994),2021-10-10,5
Sylvain Lavanchy,"The Good, the Bad and the Ugly (1966)",2021-10-21,2
Frédéric Nicolier,The Godfather: Part II (1974),2021-11-15,3
Enea Mérot,The Lord of the Rings: The Return of the King (2003),2021-07-17,2
Raphaël Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-20,3
Mathieu Franco,The Lord of the Rings: The Two Towers (2002),2022-06-17,1
Christophe Kairouani,12 Angry Men (1957),2022-04-28,4
Sélim Dromard,The Shawshank Redemption (1994),2021-06-27,5
Sylvain Mérot,Inception (2010),2021-09-11,2
Olivier Gerez,The Godfather (1972),2021-07-09,3
Mélissa Rami,The Godfather: Part II (1974),2022-04-21,3
Andrea Milio,Inception (2010),2022-04-18,2
Arthur Zanoun,The Godfather (1972),2022-04-22,4
Georges Lavanchy,Schindler's List (1993),2021-10-25,3
Laurence Rordorf,The Lord of the Rings: The Return of the King (2003),2021-09-30,2
Yannick Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2021-07-22,3
Mohammed Pravaz,Forrest Gump (1994),2021-10-10,2
Raphaël Rordorf,One Flew Over the Cuckoo's Nest (1975),2022-04-14,1
Arthur Rordorf,The Godfather: Part II (1974),2022-02-05,3
Yannick Nicolier,Goodfellas (1990),2022-01-16,0
Andrea Bouriche,"The Good, the Bad and the Ugly (1966)",2022-01-06,3
Antonio Mérot,"The Good, the Bad and the Ugly (1966)",2022-04-24,2
Sylvain Rouge,Forrest Gump (1994),2021-11-04,1
Manuel Mutti,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-03,3
Corentin Rouge,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-20,1
Arthur Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-07,2
Patrick Jacquier,Forrest Gump (1994),2021-07-07,1
Mathieu Olsen,12 Angry Men (1957),2021-08-17,3
Olivier Rordorf,Fight Club (1999),2021-12-19,2
Corentin Montmollin,Goodfellas (1990),2022-03-19,0
Olivier Philippe Mutti,The Shawshank Redemption (1994),2021-12-15,5
Nicolas Rossi,12 Angry Men (1957),2021-10-29,4
Enea Mettreaux,The Lord of the Rings: The Return of the King (2003),2021-07-29,3
Sylvain Bouriche,Inception (2010),2021-10-23,1
Patrick Mettreaux,12 Angry Men (1957),2022-04-30,3
Raphaël Dromard,Star Wars: Episode V - The Empire Strikes Back (1980),2022-06-13,2
Georges Pravaz,Forrest Gump (1994),2021-09-29,2
Julien Rordorf,One Flew Over the Cuckoo's Nest (1975),2022-03-04,0
Nicolas Zanoun,Inception (2010),2021-09-08,1
Arthur Rouge,"The Good, the Bad and the Ugly (1966)",2022-02-12,3
Antonio Pravaz,12 Angry Men (1957),2021-08-30,3
Georges Milio,Goodfellas (1990),2021-07-11,1
Sélim Dromard,Inception (2010),2021-12-06,2
Enea Milio,The Lord of the Rings: The Two Towers (2002),2021-09-19,1
Enea Dumas,"The Good, the Bad and the Ugly (1966)",2022-04-29,2
Antonio Gerez,Forrest Gump (1994),2022-02-20,2
Raphaël Franco,Forrest Gump (1994),2022-06-03,2
Murièle Di Marco,The Godfather: Part II (1974),2021-07-28,3
Raphaël Terra,The Lord of the Rings: The Two Towers (2002),2021-09-12,2
Ericka Fragnière,12 Angry Men (1957),2022-02-10,3
Simon Pravaz,Forrest Gump (1994),2021-11-09,2
Michelle Montmollin,The Shawshank Redemption (1994),2021-11-16,4
Quentin Rordorf,The Lord of the Rings: The Return of the King (2003),2021-07-31,2
Julien Rordorf,Seven Samurai (1954),2022-03-19,1
Mélissa Fragnière,The Godfather (1972),2022-05-21,3
Patrick Rordorf,The Godfather: Part II (1974),2021-07-23,4
Antonio Dromard,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-30,2
Exupéry Berclaz,The Godfather: Part II (1974),2021-07-31,4
Thierry Bouriche,Forrest Gump (1994),2021-10-05,1
Michelle Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-07-17,3
Christophe Dromard,Inception (2010),2022-03-25,2
Mathieu Berclaz,The Dark Knight (2008),2021-07-06,3
Yannick Mérot,Fight Club (1999),2021-12-05,3
Julien La Spada,The Godfather (1972),2021-07-09,4
Mouhssine Verdan,The Matrix (1999),2022-01-17,1
Michelle Verdan,Fight Club (1999),2021-11-20,3
Marie Pravaz,Schindler's List (1993),2022-03-17,4
Raphaël Fragnière,The Dark Knight (2008),2022-01-26,3
Manuel Mutti,The Matrix (1999),2022-02-05,1
Simon Bouriche,Inception (2010),2022-06-05,2
Murièle La Spada,The Lord of the Rings: The Fellowship of the Ring (2001),2021-07-08,2
Olivier Berclaz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-11-23,2
Julia Zanoun,The Matrix (1999),2021-12-27,2
Thierry Pravaz,"The Good, the Bad and the Ugly (1966)",2022-01-11,2
Yannick La Spada,The Matrix (1999),2021-08-05,2
Raphaël Kairouani,Inception (2010),2021-11-12,2
Corentin Verdan,The Matrix (1999),2022-01-04,1
Raphaël Berclaz,12 Angry Men (1957),2021-09-13,3
Julia Pravaz,12 Angry Men (1957),2021-06-28,4
Manuel Mérot,Pulp Fiction (1994),2022-01-11,3
Georges Stella,The Godfather: Part II (1974),2021-06-29,4
Georges Lavanchy,"The Good, the Bad and the Ugly (1966)",2022-05-20,2
Sélim Andoine,12 Angry Men (1957),2021-08-27,4
Nicolas Mutti,Inception (2010),2021-12-13,1
Quentin Mérot,The Godfather: Part II (1974),2022-03-25,4
Andrea Nicolier,Forrest Gump (1994),2021-10-04,2
Corentin Kunz,Pulp Fiction (1994),2021-09-06,2
Exupéry Zanoun,One Flew Over the Cuckoo's Nest (1975),2022-04-06,0
Simon Stella,The Shawshank Redemption (1994),2022-03-25,5
Sélim Franco,The Dark Knight (2008),2022-03-05,3
Julien Lavanchy,The Shawshank Redemption (1994),2022-04-02,4
Yannick Verdan,The Dark Knight (2008),2022-04-13,4
Mouhssine Mutti,Goodfellas (1990),2021-09-08,0
Thierry Franco,The Dark Knight (2008),2021-10-17,3
Mohammed Rossi,The Lord of the Rings: The Return of the King (2003),2022-03-05,2
Olivier Philippe Jacquier,Fight Club (1999),2022-03-14,3
Thierry Franco,12 Angry Men (1957),2022-03-12,4
Mouhssine Mérot,The Dark Knight (2008),2022-04-02,4
Olivier Philippe La Spada,The Godfather (1972),2022-01-11,4
Nicolas Dromard,The Dark Knight (2008),2022-05-04,4
Patrick Pravaz,12 Angry Men (1957),2022-06-09,3
Patrick Gerez,The Lord of the Rings: The Two Towers (2002),2022-04-18,2
Andrea Pravaz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-25,2
Sylvain Rossi,The Godfather (1972),2021-11-28,3
Thierry Rami,The Shawshank Redemption (1994),2021-07-03,5
Frédéric Andoine,"The Good, the Bad and the Ugly (1966)",2021-08-14,3
Mathieu Olsen,The Shawshank Redemption (1994),2022-04-05,4
Julia Dumas,The Godfather (1972),2021-10-27,3
Corentin Milio,The Dark Knight (2008),2022-04-09,3
Frédéric Kunz,Schindler's List (1993),2021-11-14,4
Laurence Montmollin,The Lord of the Rings: The Two Towers (2002),2021-08-30,1
Sylvain Dumas,Forrest Gump (1994),2022-06-12,2
Exupéry Rordorf,Fight Club (1999),2022-06-12,3
Arthur Montmollin,The Godfather (1972),2022-02-20,4
Mohammed Mettreaux,Schindler's List (1993),2021-10-28,3
Murièle Olsen,Fight Club (1999),2022-05-01,2
Olivier Bouriche,Inception (2010),2021-09-27,1
Laurence Pravaz,"The Good, the Bad and the Ugly (1966)",2022-05-14,3
Raphaël Terra,Schindler's List (1993),2021-11-23,4
Exupéry Rordorf,The Godfather (1972),2022-06-05,4
Nicolas Kairouani,One Flew Over the Cuckoo's Nest (1975),2021-12-02,1
Ericka Nicolier,The Shawshank Redemption (1994),2021-08-19,4
Enea Bouriche,"The Good, the Bad and the Ugly (1966)",2021-12-27,3
Mouhssine Rossi,The Matrix (1999),2021-07-30,2
Marie Gerez,Schindler's List (1993),2022-04-15,3
Sélim Di Marco,Goodfellas (1990),2021-07-26,1
Marie Di Marco,Seven Samurai (1954),2022-05-18,0
Manuel Zanoun,Pulp Fiction (1994),2022-05-24,2
Murièle Fragnière,The Godfather (1972),2022-02-12,4
Corentin Badillo,The Godfather (1972),2022-05-24,4
Mohammed Dromard,Goodfellas (1990),2021-12-11,0
Marie Mettreaux,Goodfellas (1990),2021-11-08,0
Arthur Kairouani,Schindler's List (1993),2021-07-31,4
Frédéric Rami,The Godfather: Part II (1974),2021-10-23,4
Mathieu Rouge,The Lord of the Rings: The Return of the King (2003),2022-01-24,2
Nicolas Badillo,The Dark Knight (2008),2021-12-18,4
Andrea Pravaz,Pulp Fiction (1994),2021-10-21,2
Nicolas Milio,"The Good, the Bad and the Ugly (1966)",2021-12-12,3
Mohammed Milio,Pulp Fiction (1994),2021-09-19,2
Michelle Di Marco,The Matrix (1999),2021-08-16,2
Marie Jacquier,The Godfather (1972),2021-10-30,3
Andrea Jacquier,The Dark Knight (2008),2022-04-29,4
Olivier Milio,The Godfather (1972),2021-07-27,3
Sélim Dumas,"The Good, the Bad and the Ugly (1966)",2022-04-03,3
Christophe Kunz,12 Angry Men (1957),2021-11-23,3
Sélim Badillo,Inception (2010),2021-07-17,1
Georges La Spada,Fight Club (1999),2022-02-12,2
Yannick Rami,The Dark Knight (2008),2021-10-17,3
Julia Bouriche,The Shawshank Redemption (1994),2021-12-05,5
Sylvain Kunz,Pulp Fiction (1994),2022-05-29,2
Julia Pravaz,The Shawshank Redemption (1994),2021-08-19,5
Yannick Dromard,The Shawshank Redemption (1994),2021-09-01,5
Christophe Pravaz,Schindler's List (1993),2021-12-31,4
Julien Zanoun,The Shawshank Redemption (1994),2021-08-25,4
Murièle Mérot,12 Angry Men (1957),2022-01-10,4
Antonio La Spada,12 Angry Men (1957),2022-05-26,4
Marie Bouriche,The Godfather: Part II (1974),2021-12-12,3
Marie Stella,The Shawshank Redemption (1994),2021-07-08,5
Arthur La Spada,One Flew Over the Cuckoo's Nest (1975),2022-01-20,1
Corentin Stella,The Shawshank Redemption (1994),2021-06-20,5
Mathieu Fragnière,Seven Samurai (1954),2021-08-31,1
Arthur Milio,The Matrix (1999),2021-07-21,2
Mathieu Kunz,The Godfather (1972),2022-04-23,4
Mouhssine Stella,Forrest Gump (1994),2021-07-04,1
Enea Mérot,The Shawshank Redemption (1994),2021-06-26,4
Quentin Verdan,The Lord of the Rings: The Two Towers (2002),2021-12-06,1
Sélim Verdan,Schindler's List (1993),2022-03-15,4
Ericka Olsen,Star Wars: Episode V - The Empire Strikes Back (1980),2021-12-21,1
Olivier Badillo,Fight Club (1999),2021-11-21,2
Yannick Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2021-12-01,2
Thierry Bouriche,The Dark Knight (2008),2021-11-08,4
Manuel Berclaz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-11-05,2
Enea Di Marco,The Lord of the Rings: The Return of the King (2003),2021-08-09,3
Olivier Fragnière,Forrest Gump (1994),2021-12-29,1
Murièle Lavanchy,Pulp Fiction (1994),2021-10-20,2
Frédéric Terra,The Godfather: Part II (1974),2021-06-27,3
Julia Mutti,Fight Club (1999),2022-03-09,3
Simon Mutti,The Lord of the Rings: The Two Towers (2002),2022-02-23,2
Mathieu Mutti,Forrest Gump (1994),2022-03-26,1
Christophe Badillo,Forrest Gump (1994),2021-08-25,2
Olivier Mutti,Goodfellas (1990),2021-08-25,1
Manuel Di Marco,Pulp Fiction (1994),2021-10-24,2
Antonio Rouge,Schindler's List (1993),2021-07-29,3
Andrea La Spada,"The Good, the Bad and the Ugly (1966)",2021-11-06,3
Ericka Dumas,12 Angry Men (1957),2022-01-07,4
Mélissa Mettreaux,Pulp Fiction (1994),2022-02-22,3
Julien Tristan Kocher,The Shawshank Redemption (1994),2021-06-22,5
Antonio Fragnière,The Shawshank Redemption (1994),2022-03-24,5
Laurence Rossi,Schindler's List (1993),2022-03-25,3
Andrea Terra,The Godfather (1972),2022-02-02,4
Mouhssine Jacquier,The Shawshank Redemption (1994),2022-06-17,5
Andrea Tristan Kocher,The Lord of the Rings: The Two Towers (2002),2022-05-17,1
Nicolas Tristan Kocher,The Godfather (1972),2022-05-15,3
Thierry Franco,The Matrix (1999),2021-06-20,1
Thierry Tristan Kocher,The Godfather: Part II (1974),2021-11-12,3
Christophe Olsen,The Godfather (1972),2021-08-01,3
Enea Milio,The Dark Knight (2008),2022-02-27,4
Raphaël La Spada,The Lord of the Rings: The Return of the King (2003),2022-03-12,3
Corentin Badillo,The Dark Knight (2008),2022-06-07,4
Arthur Olsen,12 Angry Men (1957),2021-09-14,4
Corentin Terra,Schindler's List (1993),2021-09-09,3
Sélim Andoine,Fight Club (1999),2022-05-13,2
Corentin Rordorf,The Godfather (1972),2022-06-11,3
Patrick Stella,Pulp Fiction (1994),2021-06-22,2
Arthur Mutti,Forrest Gump (1994),2021-09-21,1
Christophe La Spada,"The Good, the Bad and the Ugly (1966)",2021-08-16,3
Enea Lavanchy,"The Good, the Bad and the Ugly (1966)",2022-02-17,2
Laurence Fragnière,Pulp Fiction (1994),2022-02-28,2
Julien Bouriche,The Dark Knight (2008),2022-06-10,4
Raphaël Bouriche,The Godfather (1972),2021-07-18,4
Marie Dumas,The Lord of the Rings: The Two Towers (2002),2021-12-29,2
Michelle Franco,12 Angry Men (1957),2021-06-22,4
Georges Franco,The Shawshank Redemption (1994),2022-04-24,5
Patrick Olsen,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-30,2
Corentin Dromard,The Shawshank Redemption (1994),2021-08-30,5
Ericka Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2022-06-13,1
Mouhssine Fragnière,The Godfather (1972),2021-12-27,4
Enea Terra,Goodfellas (1990),2022-01-23,1
Murièle Mettreaux,The Dark Knight (2008),2021-11-01,3
Enea Zanoun,Schindler's List (1993),2021-10-06,4
Sélim Verdan,The Lord of the Rings: The Two Towers (2002),2021-09-10,1
Enea Berclaz,The Dark Knight (2008),2021-07-03,4
Yannick Dromard,Forrest Gump (1994),2022-05-05,1
Olivier Rordorf,Seven (1995),2022-02-12,0
Andrea La Spada,Forrest Gump (1994),2022-03-31,2
Enea Berclaz,Inception (2010),2021-11-13,1
Georges Rami,The Dark Knight (2008),2022-05-21,3
Antonio Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-10,2
Frédéric Stella,Pulp Fiction (1994),2022-04-16,3
Olivier Montmollin,The Matrix (1999),2022-06-07,2
Frédéric Zanoun,Goodfellas (1990),2022-05-09,1
Laurence Verdan,Star Wars: Episode V - The Empire Strikes Back (1980),2021-11-24,2
Exupéry Rami,The Dark Knight (2008),2021-08-14,3
Sylvain Kunz,Forrest Gump (1994),2021-10-30,1
Thierry Jacquier,Inception (2010),2021-10-14,2
Arthur Bouriche,The Shawshank Redemption (1994),2022-01-06,5
Julia Jacquier,The Shawshank Redemption (1994),2022-05-02,4
Mohammed Kunz,Forrest Gump (1994),2021-08-13,2
Murièle Dumas,Forrest Gump (1994),2022-04-22,1
Nicolas Pravaz,The Godfather (1972),2021-09-07,4
